YEAR,QUARTER,LIVE,MARK_CAT,GEAR_GRP,PORT_COMPLEX,SPECIES,POUNDS,SOURCE,SPECIES_GRP,MTONS
1973,3,N,977,HKL,CRS,YEYE,2128,RATIO,ROCKFISH,0.965
1973,3,N,977,TWL,CRS,YEYE,23017,RATIO,ROCKFISH,10.440
1973,3,N,977,TWL,ERK,YEYE,34,RATIO T-1,ROCKFISH,0.015
1973,3,N,977,HKL,MNT,YEYE,139,RATIO,ROCKFISH,0.063
1973,3,N,977,HKL,MRO,YEYE,1366,RATIO,ROCKFISH,0.620
1973,3,N,977,HKL,OLA,YEYE,151,RATIO,ROCKFISH,0.068
1973,3,N,977,HKL,OSB,YEYE,24,RATIO,ROCKFISH,0.011
1973,3,N,977,TWL,OSB,YEYE,127,RATIO,ROCKFISH,0.058
1973,3,N,977,HKL,OSD,YEYE,30,RATIO,ROCKFISH,0.014
1973,3,N,977,NET,OSD,YEYE,4,RATIO,ROCKFISH,0.002
1973,3,N,977,HKL,OSF,YEYE,232,RATIO,ROCKFISH,0.105
1973,3,N,977,NET,OSF,YEYE,13,RATIO,ROCKFISH,0.006
1973,3,N,977,TWL,OSF,YEYE,6026,RATIO,ROCKFISH,2.733
1973,4,N,977,TWL,BDG,YEYE,3410,RATIO,ROCKFISH,1.547
1973,4,N,977,HKL,BRG,YEYE,142,RATIO,ROCKFISH,0.064
1973,4,N,977,TWL,BRG,YEYE,1104,RATIO,ROCKFISH,0.501
1973,4,N,977,HKL,CRS,YEYE,577,RATIO,ROCKFISH,0.262
1973,4,N,977,TWL,CRS,YEYE,8162,RATIO,ROCKFISH,3.702
1973,4,N,977,TWL,ERK,YEYE,11,RATIO T-1,ROCKFISH,0.005
1973,4,N,977,HKL,MNT,YEYE,135,RATIO,ROCKFISH,0.061
1973,4,N,977,HKL,MRO,YEYE,1480,RATIO,ROCKFISH,0.671
1973,4,N,977,HKL,OLA,YEYE,256,RATIO,ROCKFISH,0.116
1973,4,N,977,HKL,OSB,YEYE,143,RATIO,ROCKFISH,0.065
1973,4,N,977,TWL,OSB,YEYE,74,RATIO,ROCKFISH,0.034
1973,4,N,977,HKL,OSD,YEYE,55,RATIO,ROCKFISH,0.025
1973,4,N,977,NET,OSD,YEYE,18,RATIO,ROCKFISH,0.008
1973,4,N,977,HKL,OSF,YEYE,111,RATIO,ROCKFISH,0.050
1973,4,N,977,NET,OSF,YEYE,1,RATIO,ROCKFISH,0.000
1973,4,N,977,TWL,OSF,YEYE,4205,RATIO,ROCKFISH,1.907
1974,1,N,977,TWL,BDG,YEYE,1917,RATIO,ROCKFISH,0.870
1974,1,N,977,HKL,BRG,YEYE,526,RATIO,ROCKFISH,0.239
1974,1,N,977,TWL,BRG,YEYE,1805,RATIO,ROCKFISH,0.819
1974,1,N,977,HKL,CRS,YEYE,104,RATIO,ROCKFISH,0.047
1974,1,N,977,TWL,CRS,YEYE,6923,RATIO,ROCKFISH,3.140
1974,1,N,977,TWL,ERK,YEYE,17,RATIO T-1,ROCKFISH,0.008
1974,1,N,977,HKL,MNT,YEYE,123,RATIO,ROCKFISH,0.056
1974,1,N,977,HKL,MRO,YEYE,2230,RATIO,ROCKFISH,1.012
1974,1,N,977,HKL,OLA,YEYE,265,RATIO,ROCKFISH,0.120
1974,1,N,977,HKL,OSB,YEYE,252,RATIO,ROCKFISH,0.114
1974,1,N,977,NET,OSB,YEYE,1,RATIO,ROCKFISH,0.000
1974,1,N,977,TWL,OSB,YEYE,95,RATIO,ROCKFISH,0.043
1974,1,N,977,HKL,OSD,YEYE,71,RATIO,ROCKFISH,0.032
1974,1,N,977,NET,OSD,YEYE,31,RATIO,ROCKFISH,0.014
1974,1,N,977,HKL,OSF,YEYE,117,RATIO,ROCKFISH,0.053
1974,1,N,977,TWL,OSF,YEYE,1952,RATIO,ROCKFISH,0.885
1974,2,N,977,TWL,BDG,YEYE,652,RATIO,ROCKFISH,0.296
1974,2,N,977,HKL,BRG,YEYE,229,RATIO,ROCKFISH,0.104
1974,2,N,977,TWL,BRG,YEYE,1675,RATIO,ROCKFISH,0.760
1974,2,N,977,HKL,CRS,YEYE,1185,RATIO,ROCKFISH,0.538
1974,2,N,977,TWL,CRS,YEYE,16179,RATIO,ROCKFISH,7.339
1974,2,N,977,TWL,ERK,YEYE,21,RATIO T-1,ROCKFISH,0.010
1974,2,N,977,HKL,MNT,YEYE,81,RATIO,ROCKFISH,0.037
1974,2,N,977,HKL,MRO,YEYE,1272,RATIO,ROCKFISH,0.577
1974,2,N,977,HKL,OLA,YEYE,255,RATIO,ROCKFISH,0.116
1974,2,N,977,TWL,OLA,YEYE,12,RATIO,ROCKFISH,0.005
