ID,MRFSS_ESTIMATES_ID,SCI_NAME,YEAR_,WAVE,COMMON,SOURCE_SP_GROUP_NAME,SOURCE_SP_GROUP_CODE,SOURCE_SP_SUPER_GROUP_NAME,SOURCE_SP_SUPER_GROUP_CODE,SOURCE_SPECIES_CODE,RECFIN_SPECIES_CODE,COMMON2,DATE1,AGENCY_CODE,SOURCE_MODE_NAME,SOURCE_MODE_CODE,RECFIN_MODE_NAME,RECFIN_MODE_CODE,SOURCE_AREA_NAME,SOURCE_AREA_CODE,RECFIN_WATER_AREA_CODE,RECFIN_WATER_AREA_NAME,SOURCE_SUB_REGION,RECFIN_SUB_REGION_CODE,RECFIN_SUB_REGION_NAME,TSP_WGT,TSP_EXAM,TSP_REL,TSP_HARV,TSPCLAIM,TSPAVEW,SMP_TRIP,NUMVAR,PERCENT_,ESTRIPS,ESTCLAIM,ESTREL,ESTHARV,ESTWGT,F_PER_T,VARCLAIM,VARREL,VARHARV,UNARPTRP,UNAHPTRP,ESTCLVAR,ESTRLVAR,ESTHVAR,WGT_AB1,LBS_AB1,TOT_CAT,TOT_VAR,LANDING,LAND_VAR,ESTWTVAR,VARWGT,VAR_WAB1,VAR_LBS,TYPE_,TSPAVEL,TSP_LEX,TSP_LEN,LNGSSQ,WGTSSQ,VARLNGTH,SURVEY,OUTFLG,POOL_FLG,EX_FLG,INT_TRIP,TTRIP,NUMRTRIP,VAREL,SUB_WGT,SUB_EXAM,SUB_SSQ,SUB_AVE,SUBVAR,ST_WGT,ST_EXAM,ST_SSQ,ST_AVE,STVAR,FLAG_WGT,RECALC,B1_PER_A,B2_PER_A,ESTRIPS0,NUMVAR0,B2LM,B2LV,B2LN,B2KM,B2KV,B2KN,B2WK,B2WKV,B2WKF,TYPE__,FREQ_,B,LENB1N,LENB1M,LENB1SSQ,LENB1SUM,WGTB1N,WGTB1M,WGTB1SSQ,WGTB1SUM,LENB1V,WGTB1V,LENB2N,LENB2M,LENB2SSQ,LENB2SUM,WGTB2N,WGTB2M,WGTB2SSQ,WGTB2SUM,LENB2V,WGTB2V,WGT_B1,WGT_B1V,PCTB1,RECFINSP,B1WE,B1WEV,B2WE,B2WEV,LENB1S,WGTB1S,LENB2S,WGTB2S,B1MEV,B2MEV,AWEM,AWEMV,B1WEM,B1WEMV,B2WEM,B2WEMV,SPECIES_NAME,SUPER_NAME,GROUP_NAME,RECFIN_LOG_ID,RECFIN_LOAD_DATE,TOTAL_ROWS
1644,2434,SEBASTES RUBERRIMUS,1980,3,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,25JUL90:21:37,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,1,1,Southern California,10,5,0,0,3,2,353,662380685.45,69.690721649,177087,1505,0,0,3009.9853623,0.0084985836,0.0000199146,0,0,0,0,659170.26451,0,0,3009.9853623,6635.8817554,1504.9926812,659170.26451,1504.9926812,659170.26451,197055.2585,0.087,2776388.5035,13494249.848,63,464.39882122,5,2321.9941061,1087527.2915,21.74,459.79828702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
1731,2531,SEBASTES RUBERRIMUS,1980,3,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,25JUL90:21:37,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,INLAND,5,5,Inland,2,2,Northern California,1.3,1,0,0,1,1.3,24,76340846.859,9.9585062241,7853,327,0,0,425.35122175,0.0416666667,0.0017361111,0,0,0,0,107055.42121,0,0,425.35122175,937.73891641,327.1932475,107055.42121,327.1932475,107055.42121,,,,,63,403.49508841,1,403.49508841,162808.28637,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
1940,2947,SEBASTES RUBERRIMUS,1980,3,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,25JUL90:21:37,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,1,1,Southern California,3.2,3,0,0,5,1.0666666667,141,252802095.93,26.597938144,67587,2397,0,0,2556.4686063,0.0354609929,0.0003202986,0,0,0,0,1700031.2674,0,0,2556.4686063,5636.0484656,2396.6893184,1700031.2674,2396.6893184,1700031.2674,44676.486831,0.0077777778,1965711.8186,9554068.6672,63,378.93713163,3,1136.8113949,431696.75091,3.46,152.78362108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
2128,3165,SEBASTES RUBERRIMUS,1980,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:13:03,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,6.7,3,0,0,3,2.2333333333,181,3826450612.3,75.641025641,119676,1984,0,0,4430.0137384,0.0165745856,0.0001519422,0,0,0,0,2645977.5248,0,0,4430.0137384,9766.5084061,1983.5882411,2645977.5248,1983.5882411,2645977.5248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
2158,3255,SEBASTES RUBERRIMUS,1980,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:13:03,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,1,1,Southern California,0.1,1,0,0,1,0.1,96,823544843.34,12.201963534,58551,610,0,0,60.990839155,0.0104166667,0.0001085069,0,0,0,0,371988.24609,0,0,60.990839155,134.46178239,609.90839155,371988.24609,609.90839155,371988.24609,,,,,63,195.24361493,1,195.24361493,38120.069171,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
2585,3848,SEBASTES RUBERRIMUS,1980,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:13:03,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,1,1,Southern California,1.2,1,0,0,1,1.2,683,5831076132.1,86.395511921,414569,607,0,0,728.37971713,0.0014641288,2.1436733E-6,0,0,0,0,368428.48078,0,0,728.37971713,1605.8023858,606.98309761,368428.48078,606.98309761,368428.48078,,,,,63,398.58349705,1,398.58349705,158868.80412,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
2678,3964,SEBASTES RUBERRIMUS,1980,4,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:13:03,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,7.7,3,0,0,3,2.5666666667,701,1770310091.2,59.792924935,136295,583,0,0,1497.1087533,0.0042796006,5.0685983E-6,0,0,0,0,117606.45656,0,0,1497.1087533,3300.5597921,583.28912465,117606.45656,583.28912465,117606.45656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
2709,4078,SEBASTES RUBERRIMUS,1980,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:14:19,6,BEACH/BANK,2,Beach/Bank,2,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,11.2,4,0,0,4,2.8,385,3142266908.2,75.841584158,177844,1848,0,0,5173.6490071,0.0103896104,0.0000538314,0,0,0,0,1872647.0095,0,0,5173.6490071,11405.943526,1847.7317883,1872647.0095,1847.7317883,1872647.0095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
2776,4163,SEBASTES RUBERRIMUS,1980,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:14:19,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,2.5,2,0,2,16,1.25,372,1504050820.6,62.521588946,130622,5618,0,702.26738425,7022.6738425,0.0430107527,0.0001381172,0,3.5449621E-6,0,0.0053763441,4931206.1641,0,98627.175415,7900.5080728,17417.638649,6320.4064582,5029833.3395,6320.4064582,5029833.3395,710178.44994,0.0225,8644762.9433,42016666.935,63,400.05697446,2,800.11394892,320496.92676,3.17,202.88056631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
2907,4356,SEBASTES RUBERRIMUS,1980,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:14:19,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,5.6,2,0,0,4,2.8,202,4092927157.9,79.098360656,105004,2079,0,0,5822.0274978,0.0198019802,0.0000473078,0,0,0,0,1932897.3356,0,0,5822.0274978,12835.3734,2079.2955349,1932897.3356,2079.2955349,1932897.3356,43234.699587,0.01,15177820.837,73769685.426,63,520.88212181,2,1041.7642436,542694.74906,15.7,29.18971287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
3240,4891,SEBASTES RUBERRIMUS,1980,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:14:19,6,PRIVATE/RENTAL BOAT,7,Private/Rental Boats,7,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,2,2,Northern California,44.9,16,0,0,2,2.80625,20,83096730.422,3.4542314335,7217,722,0,0,2025.1781191,0.1,0.0047368421,0,0,0,0,684047.51771,0,0,2025.1781191,4464.7534503,721.66703574,684047.51771,721.66703574,684047.51771,134040.43186,0.2573723958,5344886.3699,25978076.193,63,490.61444008,16,7849.8310413,4122975.3986,187.77,1132.2289068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
3279,4936,SEBASTES RUBERRIMUS,1980,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:14:19,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,2,2,Northern California,8.7,4,0,0,2,2.175,34,721033799.83,13.93442623,18498,1088,0,0,2366.6800344,0.0588235294,0.0016776764,0,0,0,0,1859337.5699,0,0,2366.6800344,5217.6362908,1088.1287514,1859337.5699,1088.1287514,1859337.5699,1263699.1463,1.0672916667,8075072.4379,39247765.534,63,451.87426326,4,1807.497053,870366.98007,31.73,4467.13174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
3308,5041,SEBASTES RUBERRIMUS,1980,5,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,07AUG90:14:19,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (<= 3 MI),1,1,Ocean <= 3 miles,1,1,Southern California,5,3,0,0,3,1.6666666667,64,692596381.6,14.058956916,43302,2030,0,0,3382.9478446,0.046875,0.0002958106,0,0,0,0,1871597.5846,0,0,3382.9478446,7458.1232729,2029.7687068,1871597.5846,2029.7687068,1871597.5846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
3411,5206,SEBASTES RUBERRIMUS,1980,6,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:20:49,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,UNKNOWN,6,99,Not Known,1,1,Southern California,6.5,5,0,0,5,1.3,24,666694996.01,10.593220339,30973,6453,0,0,8388.5177609,0.2083333333,0.0107940821,0,0,0,0,32095098.131,0,0,8388.5177609,18493.515836,6452.7059699,32095098.131,6452.7059699,32095098.131,2706431.9493,0.065,54860966.394,266644090.51,63,397.40471513,5,1987.0235756,805260.39812,9.75,780.3930045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
3639,5531,SEBASTES RUBERRIMUS,1980,6,YELLOWEYE ROCKFISH,59. OTHER ROCKFISHES,059,Q. ROCKFISHES,Q,8826010134,8826010134,yelloweye rockfish,18JUL90:20:49,6,PARTY/CHARTER BOAT,6,Party/Charter Boats,6,OCEAN (> 3 MI),2,2,Ocean > 3 miles,2,2,Northern California,5.6,5,0,0,4,1.1625,184,85923430.073,81.777777778,29278,636,0,0,712.84634585,0.0217391304,0.0001162106,0,0,0,0,130234.60072,0,0,739.8963188,1631.1921461,636.46995165,130234.60072,636.46995165,130234.60072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yelloweye Rockfish,Q. ROCKFISHES,59. OTHER ROCKFISHES,7108,,64280
