"area","year","est","lwr","upr","log_est","se","type"
"CA",2009,158.752110604267,53.4341186853175,471.650571608182,5.06734393282941,0.555568608804928,"index"
"CA",2010,95.5120582631047,36.3916642570061,250.677001448166,4.55925250405112,0.492311474686952,"index"
"CA",2011,85.3074432767188,32.03737399895,227.152196639122,4.44626171067568,0.499681912342369,"index"
"CA",2012,86.5327474321787,31.20739731384,239.940431521999,4.46052292532433,0.520350258098296,"index"
"CA",2013,111.803706579467,40.7850917916202,306.486224642405,4.71674471383393,0.514513585155758,"index"
"CA",2014,199.25089026341,82.38464365963,481.897056383281,5.29456478573266,0.450603039905502,"index"
"CA",2015,64.0063276679687,22.8953518471514,178.936318991276,4.15898194828439,0.52452394153294,"index"
"CA",2016,154.300339132968,70.6151662598378,337.159790418704,5.03890095724724,0.398811418189119,"index"
"CA",2017,76.5869944317388,32.2678891889654,181.777236240573,4.33842727684492,0.441005391261463,"index"
"CA",2018,92.7435206740158,42.0893630567549,204.359486633552,4.52983784108527,0.403090463670146,"index"
"CA",2019,100.289115699036,29.8629829961878,336.801810086372,4.60805717162217,0.618091707119586,"index"
"CA",2021,98.2410778558645,42.1591671116602,228.92552295258,4.5874244359985,0.431626445204855,"index"
"CA",2022,101.346515518107,41.9500304212787,244.841686752438,4.61854549162723,0.45004211326965,"index"
"CA",2023,80.9275294722704,30.3051692495062,216.110491664451,4.3935540563182,0.501149900614302,"index"
"CA",2024,130.758516276637,57.1869704762808,298.98050965926,4.87335223487084,0.421959871626519,"index"
"North of Cape Mendocino",2003,1610.33122779705,757.816475999802,3421.89269479411,7.38419516836964,0.384575397345493,"index"
"North of Cape Mendocino",2004,728.943856534862,228.051395794142,2329.99734173768,6.59159671468743,0.592881144833507,"index"
"North of Cape Mendocino",2005,417.03142641018,172.973179933304,1005.44610835488,6.0331615820531,0.449000612155321,"index"
"North of Cape Mendocino",2006,714.464345384693,287.768172292771,1773.85600623909,6.57153309463382,0.463976839952061,"index"
"North of Cape Mendocino",2007,681.253118039199,263.275235734093,1762.81604893092,6.52393392290525,0.485077237003923,"index"
"North of Cape Mendocino",2008,1028.74273925438,441.187741308113,2398.7783985809,6.93609269413345,0.431958035302981,"index"
"North of Cape Mendocino",2009,1299.18712501691,474.159243390552,3559.74750959235,7.16949405942675,0.514270081278463,"index"
"North of Cape Mendocino",2010,764.895555788002,325.825528379939,1795.63956873877,6.63973929612399,0.435404555273447,"index"
"North of Cape Mendocino",2011,692.906999259086,284.095540168678,1689.99523659247,6.54089578998091,0.454898766702149,"index"
"North of Cape Mendocino",2012,691.412208090736,277.332327743921,1723.74726518837,6.53873618439085,0.466090022762363,"index"
"North of Cape Mendocino",2013,846.236296455187,344.787912410894,2076.97498566821,6.7407986308371,0.458104922619648,"index"
"North of Cape Mendocino",2014,1509.99226958471,710.410242639971,3209.52108704477,7.31985981031554,0.384709722504353,"index"
"North of Cape Mendocino",2015,518.007488506885,204.072719927289,1314.88303897168,6.24998969873199,0.475270620033857,"index"
"North of Cape Mendocino",2016,1093.12651790748,558.692731442083,2138.78849124854,6.99679723436651,0.342454041527966,"index"
"North of Cape Mendocino",2017,574.238475507,268.744787137412,1226.99989929107,6.35304477259464,0.387396195046449,"index"
"North of Cape Mendocino",2018,657.09562697134,331.273431776797,1303.37848305257,6.48782955883882,0.349437771307569,"index"
"North of Cape Mendocino",2019,765.2499667777,256.803640381979,2280.37075635773,6.64020253441187,0.557097372894066,"index"
"North of Cape Mendocino",2021,736.213412232603,349.272933041019,1551.8241955712,6.6015200389705,0.380449021098695,"index"
"North of Cape Mendocino",2022,768.111083373304,352.334622174365,1674.52926641121,6.64393436249733,0.397636392011874,"index"
"North of Cape Mendocino",2023,639.619516807371,265.050428456473,1543.52939047627,6.46087349457707,0.449474274824199,"index"
"North of Cape Mendocino",2024,981.264155226158,484.755342476639,1986.32022787476,6.88884169470076,0.35980119283033,"index"
"South of Cape Mendocino",2003,147.036202875125,58.1275488068433,371.934571467595,4.99067883451935,0.473498048154543,"index"
"South of Cape Mendocino",2004,59.2973510966779,16.5072928321959,213.00741937677,4.08256463547271,0.652441765497514,"index"
"South of Cape Mendocino",2005,35.594957592197,12.7605114102699,99.2907701936303,3.57220398715737,0.523401776237159,"index"
"South of Cape Mendocino",2006,60.1252647022153,21.13457650379,171.048965890714,4.09643013094788,0.533438238176513,"index"
"South of Cape Mendocino",2007,56.7982603468865,19.0747274354819,169.126525626351,4.03950569756241,0.55671503058086,"index"
"South of Cape Mendocino",2008,90.7099522707253,34.0652042555864,241.545460265599,4.50766707845237,0.499698272986555,"index"
"South of Cape Mendocino",2009,107.948819343631,35.4477103829337,328.73625607408,4.68165721983413,0.568172968967325,"index"
"South of Cape Mendocino",2010,65.0478961472306,24.0889739731037,175.65002137099,4.17512386234834,0.506830557024055,"index"
"South of Cape Mendocino",2011,58.0386839291868,21.3649248469177,157.66443628366,4.06110975252091,0.509886512656991,"index"
"South of Cape Mendocino",2012,58.9424042230087,20.742599194134,167.491401780113,4.07656076750254,0.532852265667556,"index"
"South of Cape Mendocino",2013,76.4710493697967,26.9539514287641,216.955996495465,4.33691222959565,0.532041573457667,"index"
"South of Cape Mendocino",2014,136.269453025296,54.7781389643465,338.992236298855,4.91463419784963,0.46497946629828,"index"
"South of Cape Mendocino",2015,43.5578618414645,15.2886905936335,124.097437683132,3.77409021149421,0.534181669442332,"index"
"South of Cape Mendocino",2016,106.115110412838,47.2957591284564,238.085123601575,4.66452445218877,0.412305443417607,"index"
"South of Cape Mendocino",2017,52.4230258576766,21.2690109515218,129.210222625702,3.95934591957303,0.46026090185892,"index"
"South of Cape Mendocino",2018,63.7808604906851,28.328488475032,143.600960867279,4.15545315303504,0.414081687844621,"index"
"South of Cape Mendocino",2019,68.5516849997939,19.9729209154097,235.285241263099,4.22758798630132,0.629200635383341,"index"
"South of Cape Mendocino",2021,67.2478393359693,27.9179862991784,161.984172027817,4.20838488913264,0.448535659190061,"index"
"South of Cape Mendocino",2022,69.3112681231994,27.8892910285697,172.254356839863,4.23860749215841,0.464480326320554,"index"
"South of Cape Mendocino",2023,55.1687894342607,19.7559759222687,154.05947747745,4.01039738457959,0.523959301679888,"index"
"South of Cape Mendocino",2024,89.4966401646329,37.6731696511608,212.60883209255,4.4942010845162,0.441463685349562,"index"
"North of Monterey Bay",2003,1745.72741435119,818.933205079261,3721.38311930131,7.46492660413776,0.38619285163448,"index"
"North of Monterey Bay",2004,783.62158992226,244.845215268206,2507.96322697031,6.66392623791423,0.593531315174416,"index"
"North of Monterey Bay",2005,449.836062900869,186.250068935411,1086.45588505166,6.10888321172456,0.449902646833014,"index"
"North of Monterey Bay",2006,769.885244204472,309.745561805968,1913.58121739635,6.64624147024045,0.464544392308079,"index"
"North of Monterey Bay",2007,733.61273050139,282.990925904216,1901.78408241918,6.59798127425596,0.486012216848473,"index"
"North of Monterey Bay",2008,1112.30930287322,476.813948600689,2594.78983131517,7.01419358619981,0.43218509265609,"index"
"North of Monterey Bay",2009,1398.70370374505,510.654050306276,3831.11041554797,7.24330116077278,0.514095571683968,"index"
"North of Monterey Bay",2010,824.846809559558,351.010070395719,1938.32689322431,6.71519768371066,0.435917586654414,"index"
"North of Monterey Bay",2011,746.407364688675,306.453710781672,1817.97098374314,6.6152715164307,0.454194467175852,"index"
"North of Monterey Bay",2012,745.734826356788,298.884874393444,1860.65096927363,6.61437007636491,0.466494088567351,"index"
"North of Monterey Bay",2013,916.663236809937,372.658209524429,2254.80471982944,6.82074016032362,0.45923215743642,"index"
"North of Monterey Bay",2014,1635.49347177302,768.195883303065,3481.97504614445,7.39969985539176,0.385545399987832,"index"
"North of Monterey Bay",2015,558.157620958878,219.975489418529,1416.24837684408,6.3246413973295,0.475072642284474,"index"
"North of Monterey Bay",2016,1190.75553458035,609.326062630347,2326.99506896674,7.08234328764863,0.34183778981886,"index"
"North of Monterey Bay",2017,622.511587767543,291.193272039773,1330.80230250628,6.43376224305323,0.387647445182479,"index"
"North of Monterey Bay",2018,715.775983715049,361.609714746433,1416.81829323226,6.57336724609966,0.348374642251631,"index"
"North of Monterey Bay",2019,828.390617657521,277.126267122265,2476.23952268751,6.71948480359722,0.558689635076591,"index"
"North of Monterey Bay",2021,798.137308128469,378.880895737071,1681.3282743837,6.68228064797217,0.380139001239513,"index"
"North of Monterey Bay",2022,831.945338050593,381.782221016324,1812.90014936165,6.72376673920448,0.39741362666017,"index"
"North of Monterey Bay",2023,690.457350075731,285.584327826309,1669.31902707051,6.53735420421575,0.450425036774796,"index"
"North of Monterey Bay",2024,1063.67709641219,524.830891310445,2155.75909147968,6.96948714302636,0.360420420826909,"index"
"South of Monterey Bay",2003,11.6400163209837,2.75994798937721,49.0914975478724,2.45444884444867,0.734318089861977,"index"
"South of Monterey Bay",2004,4.61961770927848,0.850363278434202,25.0961775056595,1.53031195476051,0.863487085741434,"index"
"South of Monterey Bay",2005,2.79032110150775,0.620073034426641,12.5564109665223,1.02615667935706,0.767399146943138,"index"
"South of Monterey Bay",2006,4.70436588243484,1.02446046807724,21.6026474865874,1.54849098870139,0.777731070226269,"index"
"South of Monterey Bay",2007,4.43864788469502,0.947081877757732,20.8024200515294,1.49034979959122,0.788136690859551,"index"
"South of Monterey Bay",2008,7.14338865188891,1.62848964703342,31.3345568545012,1.9661872648689,0.754368084404112,"index"
"South of Monterey Bay",2009,8.43224061549094,1.78661596850818,39.7974064101226,2.13206252738462,0.791718230257043,"index"
"South of Monterey Bay",2010,5.09664237567476,1.15736367796597,22.4439076498196,1.62858196520685,0.756359427863579,"index"
"South of Monterey Bay",2011,4.53831849959749,1.01043116601103,20.3837089517921,1.51255656890967,0.766432160978207,"index"
"South of Monterey Bay",2012,4.6197859569575,1.00838785262291,21.1648942741508,1.53034837435752,0.776542587666333,"index"
"South of Monterey Bay",2013,6.04410901504463,1.33935105117486,27.2753388692972,1.79908408115131,0.76884008407761,"index"
"South of Monterey Bay",2014,10.7682508369866,2.57725832423447,44.9916971837523,2.3766020672992,0.729541925106051,"index"
"South of Monterey Bay",2015,3.40772938947061,0.735761706241568,15.7831258318424,1.2260462013163,0.782103750262132,"index"
"South of Monterey Bay",2016,8.48609373997092,2.15355556471197,33.4394840530643,2.13842879314511,0.699660083927007,"index"
"South of Monterey Bay",2017,4.14991359713221,1.00274161175515,17.1746965138094,1.42308751405773,0.72468150683822,"index"
"South of Monterey Bay",2018,5.10050374697539,1.27850632681235,20.3480717516452,1.6293393087692,0.70595523964984,"index"
"South of Monterey Bay",2019,5.41103411997341,1.03192150628117,28.3735633662999,1.68844022430943,0.84543268805864,"index"
"South of Monterey Bay",2021,5.323943440103,1.29260967454482,21.9280222882419,1.6722142769045,0.722233219431354,"index"
"South of Monterey Bay",2022,5.47701344590922,1.30313000435867,23.0197111464973,1.70055996077561,0.73255983570517,"index"
"South of Monterey Bay",2023,4.33095616589951,0.965647539046953,19.4244592902451,1.46578834116984,0.765700151006913,"index"
"South of Monterey Bay",2024,7.08369897859627,1.73907255190897,28.853765280974,1.95779622587773,0.71656636651349,"index"
